#GO_term: the GO term
#Avg_gene_number: on the average this number of genes are found per simulation for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#SNP_num: using the candidate SNPs this number of genes was found for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#p-value: p-value (uncorrected for multiple testing)
#FDR: FDR (p-value after adjustment for multiple testing)
#Obs_gene_number: the number of genes (uniq) found for the given GO category
#Exp_gene_number: the number of genes that could at most be found for the given GO category, i.e.: genes of the given GO category that have an corresponding entry in the annotation file and contain at least one SNP
#Total_GO_genes: total number of genes for the given GO category in the GO association file
#GO_id: description of the given GO term
#Genes: comma separated list of the gene_ids found for the given GO category
GO_term	Avg_gene_number	SNP_num	p-value	FDR	Obs_gene_number	Exp_gene_number	Total_GO_genes	GO_id	Genes
GO:0005938	4.534	2	0.9532	1	2	119	123	cell cortex	"fbgn0050147,fbgn0260934"
GO:0043408	2.9	1	0.95354	1	1	141	152	regulation of MAPK cascade	fbgn0024187
GO:0035114	6.056	3	0.95366	1	3	164	182	imaginal disc-derived appendage morphogenesis	"fbgn0011817,fbgn0003345,fbgn0034876"
GO:0030425	2.904	1	0.95497	1	1	113	117	dendrite	fbgn0262579
GO:0060249	2.821	1	0.955	1	1	114	139	anatomical structure homeostasis	fbgn0265487
GO:0005488	68.785	60	0.95604	1	60	4977	5708	binding	"fbgn0261786,fbgn0039684,fbgn0039683,fbgn0038237,fbgn0028382,fbgn0053180,fbgn0024187,fbgn0027329,fbgn0030699,fbgn0263219,fbgn0015903,fbgn0034566,fbgn0034205,fbgn0030687,fbgn0263747,fbgn0034454,fbgn0030680,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0030715,fbgn0050147,fbgn0038704,fbgn0034225,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0030703,fbgn0260934,fbgn0034470,fbgn0034474,fbgn0030660,fbgn0034237,fbgn0027093,fbgn0038205,fbgn0011582,fbgn0015949,fbgn0027083,fbgn0263667,fbgn0034251,fbgn0065035,fbgn0266098,fbgn0014391,fbgn0003435,fbgn0038223,fbgn0052369,fbgn0034540,fbgn0262869,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0043536,fbgn0029006"
GO:0043167	25.814	19	0.95708	1	19	1936	2051	ion binding	"fbgn0027329,fbgn0263747,fbgn0016701,fbgn0011817,fbgn0003862,fbgn0265487,fbgn0034225,fbgn0030706,fbgn0260934,fbgn0030660,fbgn0027093,fbgn0038205,fbgn0011582,fbgn0027083,fbgn0263667,fbgn0034251,fbgn0065035,fbgn0052369,fbgn0003392"
GO:0009886	11.49	7	0.95725	1	7	332	386	post-embryonic morphogenesis	"fbgn0011817,fbgn0003345,fbgn0003463,fbgn0260934,fbgn0260938,fbgn0034876,fbgn0263667"
GO:0007444	2.996	1	0.95747	1	1	140	159	imaginal disc development	fbgn0003345
GO:0010906	4.661	2	0.95809	1	2	175	184	regulation of glucose metabolic process	"fbgn0004795,fbgn0002914"
GO:0045927	2.968	1	0.95891	1	1	124	136	positive regulation of growth	fbgn0011817
GO:0002121	2.901	1	0.95905	1	1	58	69	inter-male aggressive behavior	fbgn0039684
GO:0008582	3.024	1	0.95956	1	1	98	104	regulation of synaptic growth at neuromuscular junction	fbgn0011817
GO:0010675	4.705	2	0.9596	1	2	179	188	regulation of cellular carbohydrate metabolic process	"fbgn0004795,fbgn0002914"
GO:0006109	4.764	2	0.96153	1	2	183	192	regulation of carbohydrate metabolic process	"fbgn0004795,fbgn0002914"
GO:0097458	13.022	8	0.96396	1	8	449	471	neuron part	"fbgn0016701,fbgn0030715,fbgn0030707,fbgn0030706,fbgn0260934,fbgn0262579,fbgn0266098,fbgn0003392"
GO:0050790	4.931	2	0.96451	1	2	361	396	regulation of catalytic activity	"fbgn0024187,fbgn0034231"
GO:0051963	3.167	1	0.96532	1	1	103	110	regulation of synapse assembly	fbgn0011817
GO:0006629	3.253	1	0.96533	1	1	470	492	lipid metabolic process	fbgn0034491
GO:0003002	7.927	4	0.96707	1	4	264	302	regionalization	"fbgn0011817,fbgn0004795,fbgn0034521,fbgn0263667"
GO:0007389	11.942	7	0.96717	1	7	414	498	pattern specification process	"fbgn0015903,fbgn0011817,fbgn0004795,fbgn0003463,fbgn0260934,fbgn0034521,fbgn0263667"
GO:0044459	22.862	16	0.96726	1	16	798	840	plasma membrane part	"fbgn0001105,fbgn0038237,fbgn0263219,fbgn0040726,fbgn0030715,fbgn0030707,fbgn0030706,fbgn0260934,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0034885,fbgn0262869,fbgn0003392,fbgn0263391"
GO:0015672	3.222	1	0.9674	1	1	164	178	monovalent inorganic cation transport	fbgn0014391
GO:0015075	8.079	4	0.9679	1	4	512	545	ion transmembrane transporter activity	"fbgn0034456,fbgn0034457,fbgn0030707,fbgn0034479"
GO:1904396	3.238	1	0.96811	1	1	102	108	regulation of neuromuscular junction development	fbgn0011817
GO:0050808	6.445	3	0.96865	1	3	139	151	synapse organization	"fbgn0040726,fbgn0260934,fbgn0266098"
GO:0048589	6.504	3	0.96936	1	3	175	191	developmental growth	"fbgn0267791,fbgn0260934,fbgn0004364"
GO:0051656	3.293	1	0.96939	1	1	174	187	establishment of organelle localization	fbgn0003392
GO:0046578	3.267	1	0.96996	1	1	125	131	regulation of Ras protein signal transduction	fbgn0034230
GO:0016020	28.757	21	0.9712	1	21	1423	1491	membrane	"fbgn0001105,fbgn0038237,fbgn0024187,fbgn0022710,fbgn0040726,fbgn0034205,fbgn0016701,fbgn0003463,fbgn0030715,fbgn0024150,fbgn0030706,fbgn0030703,fbgn0260934,fbgn0030662,fbgn0011582,fbgn0014391,fbgn0038223,fbgn0034540,fbgn0003392,fbgn0263391,fbgn0004364"
GO:0004672	5.095	2	0.97135	1	2	226	239	protein kinase activity	"fbgn0011817,fbgn0260934"
GO:0042592	6.639	3	0.97139	1	3	390	439	homeostatic process	"fbgn0034455,fbgn0265487,fbgn0011761"
GO:0040012	3.211	1	0.97155	1	1	64	67	regulation of locomotion	fbgn0034540
GO:0006928	19.554	13	0.97163	1	13	637	741	movement of cell or subcellular component	"fbgn0024187,fbgn0015903,fbgn0034566,fbgn0034452,fbgn0003862,fbgn0004795,fbgn0260934,fbgn0020299,fbgn0038205,fbgn0003435,fbgn0003392,fbgn0263391,fbgn0004364"
GO:0098662	3.357	1	0.97224	1	1	146	162	inorganic cation transmembrane transport	fbgn0014391
GO:0031594	3.23	1	0.97227	1	1	63	66	neuromuscular junction	fbgn0260934
GO:0007154	12.161	7	0.97245	1	7	483	524	cell communication	"fbgn0037546,fbgn0015903,fbgn0086604,fbgn0030707,fbgn0014391,fbgn0003392,fbgn0015524"
GO:0002118	3.227	1	0.97267	1	1	61	72	aggressive behavior	fbgn0039684
GO:0010605	10.9	6	0.97283	1	6	593	703	negative regulation of macromolecule metabolic process	"fbgn0015903,fbgn0023076,fbgn0004795,fbgn0260934,fbgn0003392,fbgn0029006"
GO:0030424	3.371	1	0.97326	1	1	114	118	axon	fbgn0003392
GO:0045892	5.215	2	0.97347	1	2	270	349	"negative regulation of transcription, DNA-templated"	"fbgn0023076,fbgn0004795"
GO:1903507	5.215	2	0.97347	1	2	270	349	negative regulation of nucleic acid-templated transcription	"fbgn0023076,fbgn0004795"
GO:0001745	3.264	1	0.97363	1	1	85	225	compound eye morphogenesis	fbgn0003345
GO:0080134	3.474	1	0.97367	1	1	265	283	regulation of response to stress	fbgn0024187
GO:1902679	5.223	2	0.97367	1	2	271	350	negative regulation of RNA biosynthetic process	"fbgn0023076,fbgn0004795"
GO:0030036	5.209	2	0.97425	1	2	153	161	actin cytoskeleton organization	"fbgn0003392,fbgn0263391"
GO:0051962	3.393	1	0.97443	1	1	107	122	positive regulation of nervous system development	fbgn0011817
GO:0005856	3.352	1	0.97514	1	1	79	82	cytoskeleton	fbgn0003392
GO:0051253	5.289	2	0.97522	1	2	286	365	negative regulation of RNA metabolic process	"fbgn0023076,fbgn0004795"
GO:0044087	6.868	3	0.97573	1	3	286	298	regulation of cellular component biogenesis	"fbgn0011817,fbgn0260934,fbgn0003392"
GO:0042127	5.264	2	0.97593	1	2	211	222	regulation of cell proliferation	"fbgn0261786,fbgn0002914"
GO:0031324	9.772	5	0.97633	1	5	552	659	negative regulation of cellular metabolic process	"fbgn0015903,fbgn0023076,fbgn0004795,fbgn0260934,fbgn0003392"
GO:0043169	13.842	8	0.97669	1	8	1020	1076	cation binding	"fbgn0003862,fbgn0265487,fbgn0034225,fbgn0030706,fbgn0011582,fbgn0263667,fbgn0065035,fbgn0052369"
GO:0044699	90.615	81	0.97688	1	81	6209	7778	single-organism process	"fbgn0261786,fbgn0001105,fbgn0039684,fbgn0038237,fbgn0028382,fbgn0037546,fbgn0053180,fbgn0024187,fbgn0022710,fbgn0027329,fbgn0030699,fbgn0015903,fbgn0034566,fbgn0034202,fbgn0086604,fbgn0040726,fbgn0034205,fbgn0034452,fbgn0263747,fbgn0034455,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0263113,fbgn0011761,fbgn0030674,fbgn0038704,fbgn0034225,fbgn0024150,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030707,fbgn0260934,fbgn0034470,fbgn0034230,fbgn0260938,fbgn0034474,fbgn0030662,fbgn0034231,fbgn0030660,fbgn0034876,fbgn0034237,fbgn0034479,fbgn0034517,fbgn0027093,fbgn0028622,fbgn0020299,fbgn0038205,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0034885,fbgn0034521,fbgn0027083,fbgn0263667,fbgn0034491,fbgn0034251,fbgn0034253,fbgn0034495,fbgn0034530,fbgn0065035,fbgn0266098,fbgn0014391,fbgn0028956,fbgn0003435,fbgn0027506,fbgn0038223,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0043536,fbgn0029006,fbgn0263391,fbgn0004364,fbgn0085412"
GO:0048609	9.715	5	0.97704	1	5	495	671	multicellular organismal reproductive process	"fbgn0265487,fbgn0004795,fbgn0020299,fbgn0027506,fbgn0263391"
GO:0007015	3.499	1	0.97715	1	1	108	114	actin filament organization	fbgn0263391
GO:0031226	15.126	9	0.97776	1	9	488	512	intrinsic component of plasma membrane	"fbgn0263219,fbgn0040726,fbgn0030707,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0034885,fbgn0262869"
GO:0051129	3.505	1	0.97791	1	1	148	154	negative regulation of cellular component organization	fbgn0263197
GO:0035295	5.478	2	0.97853	1	2	207	228	tube development	"fbgn0003345,fbgn0003463"
GO:0031012	3.549	1	0.97871	1	1	185	200	extracellular matrix	fbgn0034517
GO:0043005	6.998	3	0.97878	1	3	215	226	neuron projection	"fbgn0030707,fbgn0262579,fbgn0003392"
GO:0042981	3.633	1	0.97906	1	1	218	241	regulation of apoptotic process	fbgn0023076
GO:0098655	3.654	1	0.97982	1	1	155	171	cation transmembrane transport	fbgn0014391
GO:0048513	17.759	11	0.98002	1	11	648	723	organ development	"fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0030706,fbgn0020299,fbgn0038223,fbgn0004364"
GO:0051705	6.957	3	0.98037	1	3	219	264	multi-organism behavior	"fbgn0039684,fbgn0265487,fbgn0004795"
GO:0032101	3.648	1	0.98047	1	1	151	166	regulation of response to external stimulus	fbgn0034540
GO:0060560	3.536	1	0.98064	1	1	77	83	developmental growth involved in morphogenesis	fbgn0004364
GO:0040011	13.966	8	0.98069	1	8	413	518	locomotion	"fbgn0015903,fbgn0011817,fbgn0003862,fbgn0260934,fbgn0020299,fbgn0011582,fbgn0003392,fbgn0004364"
GO:0048856	33.052	24	0.98102	1	24	1458	1792	anatomical structure development	"fbgn0001105,fbgn0030699,fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0011761,fbgn0030706,fbgn0260934,fbgn0034230,fbgn0034237,fbgn0034517,fbgn0020299,fbgn0034521,fbgn0266098,fbgn0027506,fbgn0038223,fbgn0003392,fbgn0029006,fbgn0263391,fbgn0004364"
GO:0006468	5.584	2	0.98133	1	2	269	282	protein phosphorylation	"fbgn0011817,fbgn0260934"
GO:0045934	5.614	2	0.98149	1	2	308	387	negative regulation of nucleobase-containing compound metabolic process	"fbgn0023076,fbgn0004795"
GO:0051056	3.704	1	0.98187	1	1	133	139	regulation of small GTPase mediated signal transduction	fbgn0034230
GO:0042391	3.747	1	0.98188	1	1	93	95	regulation of membrane potential	fbgn0030707
GO:0009892	11.501	6	0.98196	1	6	640	752	negative regulation of metabolic process	"fbgn0015903,fbgn0023076,fbgn0004795,fbgn0260934,fbgn0003392,fbgn0029006"
GO:0035239	5.627	2	0.98251	1	2	165	221	tube morphogenesis	"fbgn0015903,fbgn0020299"
GO:0046983	7.13	3	0.98297	1	3	315	420	protein dimerization activity	"fbgn0003862,fbgn0023076,fbgn0016694"
GO:0046872	13.024	7	0.983	1	7	994	1050	metal ion binding	"fbgn0003862,fbgn0265487,fbgn0034225,fbgn0030706,fbgn0263667,fbgn0065035,fbgn0052369"
GO:0060341	3.806	1	0.98348	1	1	191	199	regulation of cellular localization	fbgn0260934
GO:0051640	3.918	1	0.98374	1	1	211	226	organelle localization	fbgn0003392
GO:0098660	3.857	1	0.98385	1	1	175	191	inorganic ion transmembrane transport	fbgn0014391
GO:0042995	8.962	4	0.98487	1	4	319	337	cell projection	"fbgn0034452,fbgn0030707,fbgn0262579,fbgn0003392"
GO:0048592	3.773	1	0.98489	1	1	95	242	eye morphogenesis	fbgn0003345
GO:0090596	3.773	1	0.98489	1	1	95	242	sensory organ morphogenesis	fbgn0003345
GO:0016773	5.812	2	0.98532	1	2	299	313	"phosphotransferase activity, alcohol group as acceptor"	"fbgn0011817,fbgn0260934"
GO:0003779	3.905	1	0.98537	1	1	125	131	actin binding	fbgn0003392
GO:0006952	3.95	1	0.98555	1	1	342	363	defense response	fbgn0004364
GO:0070161	3.806	1	0.98572	1	1	82	83	anchoring junction	fbgn0034540
GO:0005912	3.806	1	0.98572	1	1	82	83	adherens junction	fbgn0034540
GO:0010629	8.947	4	0.98601	1	4	419	526	negative regulation of gene expression	"fbgn0015903,fbgn0023076,fbgn0004795,fbgn0029006"
GO:0065009	5.98	2	0.98602	1	2	420	456	regulation of molecular function	"fbgn0024187,fbgn0034231"
GO:0051049	5.809	2	0.98609	1	2	275	283	regulation of transport	"fbgn0038237,fbgn0016701"
GO:0030029	5.88	2	0.98613	1	2	180	189	actin filament-based process	"fbgn0003392,fbgn0263391"
GO:0005829	7.522	3	0.98642	1	3	555	840	cytosol	"fbgn0034454,fbgn0034237,fbgn0034491"
GO:0023051	19.665	12	0.98667	1	12	838	907	regulation of signaling	"fbgn0024187,fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003463,fbgn0030706,fbgn0260934,fbgn0034230,fbgn0260938,fbgn0014391,fbgn0003392,fbgn0029006"
GO:0005887	14.666	8	0.98698	1	8	474	498	integral component of plasma membrane	"fbgn0263219,fbgn0040726,fbgn0030707,fbgn0034479,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0034885"
GO:0050804	4.079	1	0.98709	1	1	112	121	modulation of synaptic transmission	fbgn0003392
GO:2000113	7.513	3	0.9871	1	3	336	438	negative regulation of cellular macromolecule biosynthetic process	"fbgn0015903,fbgn0023076,fbgn0004795"
GO:0010558	7.522	3	0.98721	1	3	337	439	negative regulation of macromolecule biosynthetic process	"fbgn0015903,fbgn0023076,fbgn0004795"
GO:0010646	19.743	12	0.9874	1	12	852	924	regulation of cell communication	"fbgn0024187,fbgn0015903,fbgn0011817,fbgn0003345,fbgn0003463,fbgn0030706,fbgn0260934,fbgn0034230,fbgn0260938,fbgn0014391,fbgn0003392,fbgn0029006"
GO:0051704	10.459	5	0.98745	1	5	543	609	multi-organism process	"fbgn0039684,fbgn0265487,fbgn0004795,fbgn0260934,fbgn0004364"
GO:0043067	4.134	1	0.98809	1	1	244	271	regulation of programmed cell death	fbgn0023076
GO:0009628	9.265	4	0.98846	1	4	455	509	response to abiotic stimulus	"fbgn0011817,fbgn0023076,fbgn0260938,fbgn0011582"
GO:0050807	4.21	1	0.98951	1	1	137	144	regulation of synapse organization	fbgn0011817
GO:0031327	7.808	3	0.98988	1	3	349	452	negative regulation of cellular biosynthetic process	"fbgn0015903,fbgn0023076,fbgn0004795"
GO:0009890	7.818	3	0.98992	1	3	351	454	negative regulation of biosynthetic process	"fbgn0015903,fbgn0023076,fbgn0004795"
GO:0032879	9.453	4	0.99002	1	4	417	430	regulation of localization	"fbgn0038237,fbgn0016701,fbgn0260934,fbgn0034540"
GO:0016301	6.237	2	0.99009	1	2	327	342	kinase activity	"fbgn0011817,fbgn0260934"
GO:0051172	7.844	3	0.99022	1	3	365	468	negative regulation of nitrogen compound metabolic process	"fbgn0015903,fbgn0023076,fbgn0004795"
GO:0016310	6.258	2	0.99041	1	2	349	365	phosphorylation	"fbgn0011817,fbgn0260934"
GO:0048731	9.559	4	0.99116	1	4	296	335	system development	"fbgn0015903,fbgn0265487,fbgn0020299,fbgn0003392"
GO:0098797	4.399	1	0.99175	1	1	144	149	plasma membrane protein complex	fbgn0001105
GO:0009987	85.257	73	0.9921	1	73	6305	7751	cellular process	"fbgn0261786,fbgn0001105,fbgn0038237,fbgn0028382,fbgn0037546,fbgn0024187,fbgn0022710,fbgn0027329,fbgn0015903,fbgn0034566,fbgn0034202,fbgn0086604,fbgn0040726,fbgn0030687,fbgn0034452,fbgn0034455,fbgn0034218,fbgn0034459,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0265487,fbgn0004795,fbgn0263113,fbgn0011761,fbgn0030674,fbgn0038704,fbgn0034225,fbgn0024150,fbgn0035838,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030707,fbgn0030706,fbgn0260934,fbgn0030662,fbgn0034231,fbgn0030661,fbgn0030660,fbgn0034237,fbgn0034479,fbgn0027093,fbgn0028622,fbgn0020299,fbgn0038205,fbgn0034883,fbgn0034882,fbgn0011582,fbgn0038202,fbgn0034885,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0263667,fbgn0034491,fbgn0034251,fbgn0034495,fbgn0034530,fbgn0065035,fbgn0266098,fbgn0014391,fbgn0003435,fbgn0027506,fbgn0038223,fbgn0052369,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0029006,fbgn0263391,fbgn0004364"
GO:0009653	27.807	18	0.99255	1	18	1069	1411	anatomical structure morphogenesis	"fbgn0001105,fbgn0015903,fbgn0034452,fbgn0011817,fbgn0003345,fbgn0004795,fbgn0003463,fbgn0263113,fbgn0267791,fbgn0260934,fbgn0260938,fbgn0034876,fbgn0028622,fbgn0020299,fbgn0263667,fbgn0003392,fbgn0029006,fbgn0004364"
GO:0048523	22.014	13	0.99321	1	13	1113	1258	negative regulation of cellular process	"fbgn0015903,fbgn0034454,fbgn0011817,fbgn0003345,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0263197,fbgn0260934,fbgn0260938,fbgn0034540,fbgn0003392,fbgn0029006"
GO:0048813	4.622	1	0.99369	1	1	172	199	dendrite morphogenesis	fbgn0004795
GO:0022603	8.446	3	0.99469	1	3	253	272	regulation of anatomical structure morphogenesis	"fbgn0001105,fbgn0003345,fbgn0260934"
GO:0005509	4.895	1	0.9947	1	1	193	209	calcium ion binding	fbgn0030706
GO:0005102	5.165	1	0.99572	1	1	221	240	receptor binding	fbgn0014391
GO:0048519	24.001	14	0.996	1	14	1249	1402	negative regulation of biological process	"fbgn0038237,fbgn0015903,fbgn0034454,fbgn0011817,fbgn0003345,fbgn0023076,fbgn0004795,fbgn0003463,fbgn0263197,fbgn0260934,fbgn0260938,fbgn0034540,fbgn0003392,fbgn0029006"
GO:0040008	8.97	3	0.99629	1	3	309	329	regulation of growth	"fbgn0011817,fbgn0003392,fbgn0029006"
GO:0048858	8.931	3	0.99631	1	3	386	432	cell projection morphogenesis	"fbgn0034452,fbgn0004795,fbgn0263113"
GO:0032990	8.969	3	0.99648	1	3	394	441	cell part morphogenesis	"fbgn0034452,fbgn0004795,fbgn0263113"
GO:0030030	10.897	4	0.99719	1	4	470	529	cell projection organization	"fbgn0034452,fbgn0004795,fbgn0263113,fbgn0263197"
GO:0044763	73.591	59	0.9974	1	59	4604	5421	single-organism cellular process	"fbgn0261786,fbgn0001105,fbgn0038237,fbgn0037546,fbgn0024187,fbgn0022710,fbgn0027329,fbgn0015903,fbgn0034566,fbgn0034202,fbgn0086604,fbgn0040726,fbgn0034452,fbgn0034455,fbgn0016701,fbgn0003345,fbgn0003862,fbgn0265487,fbgn0004795,fbgn0263113,fbgn0011761,fbgn0038704,fbgn0034225,fbgn0024150,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030707,fbgn0260934,fbgn0030662,fbgn0034231,fbgn0030660,fbgn0034237,fbgn0034479,fbgn0027093,fbgn0028622,fbgn0020299,fbgn0038205,fbgn0034883,fbgn0034882,fbgn0034885,fbgn0034521,fbgn0027083,fbgn0263667,fbgn0034491,fbgn0034251,fbgn0034495,fbgn0034530,fbgn0065035,fbgn0266098,fbgn0014391,fbgn0003435,fbgn0027506,fbgn0038223,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0263391,fbgn0004364"
GO:0007411	11.032	4	0.9976	1	4	236	248	axon guidance	"fbgn0003862,fbgn0004795,fbgn0003435,fbgn0263391"
GO:0098772	5.689	1	0.99769	1	1	465	505	molecular function regulator	fbgn0034230
GO:0051128	16.919	8	0.99776	1	8	770	819	regulation of cellular component organization	"fbgn0001105,fbgn0016701,fbgn0011817,fbgn0263197,fbgn0002914,fbgn0260934,fbgn0263667,fbgn0003392"
GO:0097485	11.163	4	0.99781	1	4	244	257	neuron projection guidance	"fbgn0003862,fbgn0004795,fbgn0003435,fbgn0263391"
GO:0051094	5.579	1	0.99781	1	1	216	242	positive regulation of developmental process	fbgn0011817
GO:0022607	12.847	5	0.99788	1	5	805	942	cellular component assembly	"fbgn0027329,fbgn0034566,fbgn0002914,fbgn0260934,fbgn0003392"
GO:0006812	5.728	1	0.99795	1	1	272	295	cation transport	fbgn0014391
GO:0009887	9.537	3	0.99804	1	3	291	488	organ morphogenesis	"fbgn0003345,fbgn0004795,fbgn0003392"
GO:0050794	63.389	48	0.99827	1	48	3384	3720	regulation of cellular process	"fbgn0261786,fbgn0001105,fbgn0039683,fbgn0038237,fbgn0037546,fbgn0024187,fbgn0022710,fbgn0030699,fbgn0015903,fbgn0034454,fbgn0034455,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0011761,fbgn0024150,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030707,fbgn0030706,fbgn0264339,fbgn0260934,fbgn0034230,fbgn0260938,fbgn0034231,fbgn0034237,fbgn0020299,fbgn0011582,fbgn0034529,fbgn0263667,fbgn0262579,fbgn0034495,fbgn0014391,fbgn0028956,fbgn0052369,fbgn0034540,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0029006,fbgn0004364"
GO:0032989	11.478	4	0.99827	1	4	494	549	cellular component morphogenesis	"fbgn0034452,fbgn0004795,fbgn0263113,fbgn0028622"
GO:0051240	5.936	1	0.99837	1	1	224	249	positive regulation of multicellular organismal process	fbgn0011817
GO:0098609	5.773	1	0.99837	1	1	90	95	cell-cell adhesion	fbgn0016701
GO:0048869	29.283	17	0.99865	1	17	1217	1430	cellular developmental process	"fbgn0001105,fbgn0034452,fbgn0003345,fbgn0265487,fbgn0004795,fbgn0263113,fbgn0267791,fbgn0002914,fbgn0260934,fbgn0034237,fbgn0028622,fbgn0020299,fbgn0266098,fbgn0027506,fbgn0038223,fbgn0003392,fbgn0263391"
GO:0030054	6.738	1	0.99927	1	1	151	157	cell junction	fbgn0034540
GO:0050789	66.065	49	0.99945	1	49	3665	4026	regulation of biological process	"fbgn0261786,fbgn0001105,fbgn0039683,fbgn0038237,fbgn0037546,fbgn0024187,fbgn0022710,fbgn0030699,fbgn0015903,fbgn0034454,fbgn0034455,fbgn0016701,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0024321,fbgn0011761,fbgn0024150,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030707,fbgn0030706,fbgn0264339,fbgn0260934,fbgn0034230,fbgn0260938,fbgn0034231,fbgn0034237,fbgn0020299,fbgn0011582,fbgn0034529,fbgn0263667,fbgn0262579,fbgn0034495,fbgn0065035,fbgn0014391,fbgn0028956,fbgn0052369,fbgn0034540,fbgn0016694,fbgn0003392,fbgn0015524,fbgn0029006,fbgn0004364"
GO:0044767	49.169	33	0.99951	1	33	2342	3114	single-organism developmental process	"fbgn0001105,fbgn0030699,fbgn0015903,fbgn0034566,fbgn0034452,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0263113,fbgn0011761,fbgn0267791,fbgn0002914,fbgn0260934,fbgn0034230,fbgn0260938,fbgn0034876,fbgn0034237,fbgn0034517,fbgn0028622,fbgn0020299,fbgn0034521,fbgn0263667,fbgn0266098,fbgn0027506,fbgn0038223,fbgn0016694,fbgn0003392,fbgn0029006,fbgn0263391,fbgn0004364"
GO:0032502	50.652	34	0.99953	1	34	2447	3243	developmental process	"fbgn0001105,fbgn0030699,fbgn0015903,fbgn0034566,fbgn0034452,fbgn0011817,fbgn0003345,fbgn0003862,fbgn0265487,fbgn0004795,fbgn0003463,fbgn0263113,fbgn0011761,fbgn0267791,fbgn0002914,fbgn0030706,fbgn0260934,fbgn0034230,fbgn0260938,fbgn0034876,fbgn0034237,fbgn0034517,fbgn0028622,fbgn0020299,fbgn0034521,fbgn0263667,fbgn0266098,fbgn0027506,fbgn0038223,fbgn0016694,fbgn0003392,fbgn0029006,fbgn0263391,fbgn0004364"
GO:0065008	21.749	10	0.99956	1	10	1020	1111	regulation of biological quality	"fbgn0034455,fbgn0023076,fbgn0265487,fbgn0004795,fbgn0011761,fbgn0283508,fbgn0002914,fbgn0030707,fbgn0260934,fbgn0003392"
GO:0048638	7.299	1	0.99957	1	1	229	246	regulation of developmental growth	fbgn0011817
GO:0060284	8.696	1	0.99988	1	1	276	296	regulation of cell development	fbgn0260934
GO:0016043	38.541	21	0.99993	1	21	2409	2896	cellular component organization	"fbgn0001105,fbgn0027329,fbgn0034566,fbgn0034202,fbgn0040726,fbgn0034452,fbgn0003862,fbgn0265487,fbgn0004795,fbgn0263113,fbgn0011761,fbgn0263197,fbgn0002914,fbgn0030706,fbgn0260934,fbgn0028622,fbgn0263667,fbgn0034530,fbgn0266098,fbgn0003392,fbgn0263391"
